node_id,direccion_original,direccion_normalizada,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,direccion_limpia_base,calle,numero,query_geocoding,encontrada,formatted,lat,lon,estado,calidad_match
199,Av. Independencia 2139,AV. INDEPENDENCIA 2139,19694095-4,Cliente 19694095,"Av. Independencia 2139, Depto 2157, Independencia, Santiago, Chile",2026-12-02,ORD-CL-202612-000247,197881,2026-12-04,Av. Independencia 2139,Av. Independencia,2139,"Av. Independencia 2139, Santiago, Chile",True,"Avenida Independencia 2139, 832 0000 Santiago, Chile",-33.4076246,-70.6608615,ok,buena
199,Av. Independencia 2139,AV. INDEPENDENCIA 2139,19694095-4,Cliente 19694095,"Av. Independencia 2139, Depto 2157, Independencia, Santiago de Chile",2026-12-15,ORD-CL-202612-001956,115323,2026-12-17,Av. Independencia 2139 Independencia Santiago de,Av. Independencia,2139,"Av. Independencia 2139, Santiago, Chile",True,"Avenida Independencia 2139, 832 0000 Santiago, Chile",-33.4076246,-70.6608615,ok,buena
199,Av. Independencia 2139,AV. INDEPENDENCIA 2139,19.694.095-4,Cliente 19694095,"Av. Independencia 2139, Depto 2157, Independencia, Santiago, Chile",2026-12-21,ORD-CL-202612-002742,155566,2026-12-23,Av. Independencia 2139,Av. Independencia,2139,"Av. Independencia 2139, Santiago, Chile",True,"Avenida Independencia 2139, 832 0000 Santiago, Chile",-33.4076246,-70.6608615,ok,buena
199,Av. Independencia 2139,AV. INDEPENDENCIA 2139,19.694.095-4,Cliente 19694095,AV. INDEPENDENCIA 2139 DEPTO 2157 INDEPENDENCIA SANTIAGO CHILE,2026-12-31,ORD-CL-202612-004154,56108,2027-01-03,Av. INDEPENDENCIA 2139,Av. Independencia,2139,"Av. Independencia 2139, Santiago, Chile",True,"Avenida Independencia 2139, 832 0000 Santiago, Chile",-33.4076246,-70.6608615,ok,buena
200,Av. Independencia 2203,AV. INDEPENDENCIA 2203,17327422-1,Cliente Nuevo 17327422,"av. independencia 2203, depto 1059, peñalolén, santiago, chile",2026-12-08,ORD-CL-202612-000902,163319,2026-12-10,Av. independencia 2203,Av. Independencia,2203,"Av. Independencia 2203, Santiago, Chile",True,"Avenida Independencia 2203, 832 0000 Santiago, Chile",-33.4064031,-70.6612946,ok,buena
200,Av. Independencia 2203,AV. INDEPENDENCIA 2203,17.327.422 - 1,Cliente Nuevo 17327422,Av. Independencia 2203 Depto 1059 Peñalolén Santiago Chile,2026-12-15,ORD-CL-202612-001866,327754,2026-12-18,Av. Independencia 2203,Av. Independencia,2203,"Av. Independencia 2203, Santiago, Chile",True,"Avenida Independencia 2203, 832 0000 Santiago, Chile",-33.4064031,-70.6612946,ok,buena
201,Av. Independencia 24,AV. INDEPENDENCIA 24,6.467.242-5,Cliente 6467242,"Av. Independencia 24, San Miguel, Santiago de Chile",2026-12-06,ORD-CL-202612-000703,59329,2026-12-08,Av. Independencia 24 San Miguel Santiago de,Av. Independencia,24,"Av. Independencia 24, Santiago, Chile",True,"Avenida Independencia 24, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,aceptable
201,Av. Independencia 24,AV. INDEPENDENCIA 24,6.467.242 - 5,Cliente 6467242,"Av. Independencia 24, San Miguel, Stgo, Chile",2026-12-13,ORD-CL-202612-001577,169598,2026-12-16,Av. Independencia 24,Av. Independencia,24,"Av. Independencia 24, Santiago, Chile",True,"Avenida Independencia 24, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,aceptable
201,Av. Independencia 24,AV. INDEPENDENCIA 24,6.467.242-5,Cliente 6467242,Av. Independencia 24 San Miguel Santiago Chile,2026-12-14,ORD-CL-202612-001753,142207,2026-12-18,Av. Independencia 24,Av. Independencia,24,"Av. Independencia 24, Santiago, Chile",True,"Avenida Independencia 24, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,aceptable
201,Av. Independencia 24,AV. INDEPENDENCIA 24,6.467.242-5,Cliente 6467242,"Av. Independencia 24, San Miguel, Santiago, Chile",2026-12-26,ORD-CL-202612-003533,194249,2026-12-29,Av. Independencia 24,Av. Independencia,24,"Av. Independencia 24, Santiago, Chile",True,"Avenida Independencia 24, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,aceptable
202,Av. Independencia 2414,AV. INDEPENDENCIA 2414,19.331.820-7,Cliente Nuevo 19331820,AV. INDEPENDENCIA 2414 SAN MIGUEL SANTIAGO CHILE,2026-12-13,ORD-CL-202612-001689,99321,2026-12-15,Av. INDEPENDENCIA 2414,Av. Independencia,2414,"Av. Independencia 2414, Santiago, Chile",True,"Avenida Independencia 2414, 832 0000 Santiago, Chile",-33.403366322222226,-70.66393422777777,ok,buena
202,Av. Independencia 2414,AV. INDEPENDENCIA 2414,19.331.820-7,Cliente Nuevo 19331820,"AV. INDEPENDENCIA 2414, SAN MIGUEL, SANTIAGO, CHILE",2026-12-13,ORD-CL-202612-001693,59799,2026-12-15,Av. INDEPENDENCIA 2414,Av. Independencia,2414,"Av. Independencia 2414, Santiago, Chile",True,"Avenida Independencia 2414, 832 0000 Santiago, Chile",-33.403366322222226,-70.66393422777777,ok,buena
202,Av. Independencia 2414,AV. INDEPENDENCIA 2414,19.331.820-7,Cliente Nuevo 19331820,"Av. Independencia 2414, San Miguel, Santiago",2026-12-26,ORD-CL-202612-003453,166726,2026-12-30,Av. Independencia 2414,Av. Independencia,2414,"Av. Independencia 2414, Santiago, Chile",True,"Avenida Independencia 2414, 832 0000 Santiago, Chile",-33.403366322222226,-70.66393422777777,ok,buena
203,Av. Independencia 2430,AV. INDEPENDENCIA 2430,14.328.942 - 1,Cliente Nuevo 14328942,"Av. Independencia 2430, DEPTO 1173, La Reina, Stgo, Chile",2026-12-13,ORD-CL-202612-001541,71873,2026-12-16,Av. Independencia 2430,Av. Independencia,2430,"Av. Independencia 2430, Santiago, Chile",True,"Avenida Independencia 2430, 832 0000 Santiago, Chile",-33.40334164074074,-70.66395637592592,ok,buena
203,Av. Independencia 2430,AV. INDEPENDENCIA 2430,14.328.942 - 1,Cliente Nuevo 14328942,Av. Independencia 2430 Depto 1173 La Reina Santiago de Chile,2026-12-19,ORD-CL-202612-002552,114794,2026-12-21,Av. Independencia 2430 La Reina Santiago de,Av. Independencia,2430,"Av. Independencia 2430, Santiago, Chile",True,"Avenida Independencia 2430, 832 0000 Santiago, Chile",-33.40334164074074,-70.66395637592592,ok,buena
204,Av. Independencia 2471,AV. INDEPENDENCIA 2471,16.426.911 - 9,Cliente Nuevo 16426911,av. independencia 2471 ñuñoa santiago chile,2026-12-05,ORD-CL-202612-000607,144450,2026-12-07,Av. independencia 2471,Av. Independencia,2471,"Av. Independencia 2471, Santiago, Chile",True,"Avenida Independencia 2471, 832 0000 Santiago, Chile",-33.4034283027027,-70.6635203054054,ok,buena
204,Av. Independencia 2471,AV. INDEPENDENCIA 2471,16426911 - 9,Cliente Nuevo 16426911,Av. Independencia 2471 Ñuñoa Stgo Chile,2026-12-27,ORD-CL-202612-003671,53498,2026-12-29,Av. Independencia 2471,Av. Independencia,2471,"Av. Independencia 2471, Santiago, Chile",True,"Avenida Independencia 2471, 832 0000 Santiago, Chile",-33.4034283027027,-70.6635203054054,ok,buena
205,Av. Independencia 275,AV. INDEPENDENCIA 275,14515904 - 7,Cliente Nuevo 14515904,"Av. Independencia 275, Depto 823, Lo Prado, Santiago",2026-12-17,ORD-CL-202612-002239,76150,2026-12-18,Av. Independencia 275,Av. Independencia,275,"Av. Independencia 275, Santiago, Chile",True,"Avenida Independencia 275, 832 0000 Santiago, Chile",-33.42856321702128,-70.65368501914894,ok,buena
205,Av. Independencia 275,AV. INDEPENDENCIA 275,14515904-7,Cliente Nuevo 14515904,Av. Independencia 275 Depto 823 Lo Prado Santiago Chile,2026-12-26,ORD-CL-202612-003442,145682,2026-12-29,Av. Independencia 275,Av. Independencia,275,"Av. Independencia 275, Santiago, Chile",True,"Avenida Independencia 275, 832 0000 Santiago, Chile",-33.42856321702128,-70.65368501914894,ok,buena
206,Av. Independencia 277,AV. INDEPENDENCIA 277,21.004.746-5,Cliente Nuevo 21004746,Av. Independencia 277 Depto 2163 Lo Prado Santiago,2026-12-14,ORD-CL-202612-001824,151122,2026-12-16,Av. Independencia 277,Av. Independencia,277,"Av. Independencia 277, Santiago, Chile",True,"Avenida Independencia 277, 832 0000 Santiago, Chile",-33.428542485106384,-70.65369129574468,ok,buena
207,Av. Independencia 2872,AV. INDEPENDENCIA 2872,15.355.823-9,Cliente Nuevo 15355823,Av. Independencia 2872 Depto 1774 Estación Central Santiago Chile,2026-12-20,ORD-CL-202612-002642,62727,2026-12-24,Av. Independencia 2872,Av. Independencia,2872,"Av. Independencia 2872, Santiago, Chile",True,"Avenida Independencia 2872, 832 0000 Santiago, Chile",-33.40040403255814,-70.66687760930232,ok,buena
207,Av. Independencia 2872,AV. INDEPENDENCIA 2872,15355823 - 9,Cliente Nuevo 15355823,Av. Independencia 2872 Dpto 1774 Estación Central Santiago Chile,2026-12-25,ORD-CL-202612-003304,127077,2026-12-27,Av. Independencia 2872,Av. Independencia,2872,"Av. Independencia 2872, Santiago, Chile",True,"Avenida Independencia 2872, 832 0000 Santiago, Chile",-33.40040403255814,-70.66687760930232,ok,buena
208,Av. Independencia 3044,AV. INDEPENDENCIA 3044,9519957-9,Cliente 9519957,Av. Independencia 3044 Depto 2211 Providencia Santiago Chile,2026-12-12,ORD-CL-202612-001478,117237,2026-12-16,Av. Independencia 3044,Av. Independencia,3044,"Av. Independencia 3044, Santiago, Chile",True,"Avenida Independencia 3044, 838 0741 Santiago, Chile",-33.399487,-70.6675847,ok,buena
209,Av. Independencia 3560,AV. INDEPENDENCIA 3560,12764048-9,Cliente 12764048,"Av. Independencia 3560, DEPTO 1102, Macul, Stgo, Chile",2026-12-04,ORD-CL-202612-000451,225368,2026-12-05,Av. Independencia 3560,Av. Independencia,3560,"Av. Independencia 3560, Santiago, Chile",True,"Avenida Independencia 3560, 854 0000 Conchalí, Chile",-33.39590682857143,-70.67180119795918,ok,buena
209,Av. Independencia 3560,AV. INDEPENDENCIA 3560,12.764.048 - 9,Cliente 12764048,"Av. Independencia 3560, DEPTO 1102, Macul, Stgo, Chile",2026-12-13,ORD-CL-202612-001690,52289,2026-12-15,Av. Independencia 3560,Av. Independencia,3560,"Av. Independencia 3560, Santiago, Chile",True,"Avenida Independencia 3560, 854 0000 Conchalí, Chile",-33.39590682857143,-70.67180119795918,ok,buena
209,Av. Independencia 3560,AV. INDEPENDENCIA 3560,12.764.048-9,Cliente 12764048,AV. INDEPENDENCIA 3560 DEPTO 1102 MACUL SANTIAGO CHILE,2026-12-15,ORD-CL-202612-001879,96889,2026-12-18,Av. INDEPENDENCIA 3560,Av. Independencia,3560,"Av. Independencia 3560, Santiago, Chile",True,"Avenida Independencia 3560, 854 0000 Conchalí, Chile",-33.39590682857143,-70.67180119795918,ok,buena
210,Av. Independencia 3693,AV. INDEPENDENCIA 3693,22691738 - 1,Cliente 22691738,"Av. Independencia 3693, Depto 2165, La Florida, Santiago, Chile",2026-12-08,ORD-CL-202612-000948,125123,2026-12-10,Av. Independencia 3693,Av. Independencia,3693,"Av. Independencia 3693, Santiago, Chile",True,"Avenida Independencia 3693, 854 0000 Conchalí, Chile",-33.394726799999994,-70.67248972653061,ok,buena
211,Av. Independencia 3951,AV. INDEPENDENCIA 3951,7567541-6,Cliente 7567541,"Av. Independencia 3951, La Florida, Santiago, Chile",2026-12-15,ORD-CL-202612-002028,167859,2026-12-17,Av. Independencia 3951,Av. Independencia,3951,"Av. Independencia 3951, Santiago, Chile",True,"Avenida Independencia 3951, 854 0000 Conchalí, Chile",-33.39192832173913,-70.67423462608696,ok,buena
211,Av. Independencia 3951,AV. INDEPENDENCIA 3951,7.567.541 - 6,Cliente 7567541,Av. Independencia 3951 La Florida Santiago Chile,2026-12-16,ORD-CL-202612-002112,247762,2026-12-18,Av. Independencia 3951,Av. Independencia,3951,"Av. Independencia 3951, Santiago, Chile",True,"Avenida Independencia 3951, 854 0000 Conchalí, Chile",-33.39192832173913,-70.67423462608696,ok,buena
212,Av. Independencia 398,AV. INDEPENDENCIA 398,16640561-3,Cliente Nuevo 16640561,"av. independencia 398, macul, santiago, chile",2026-12-17,ORD-CL-202612-002261,248949,2026-12-18,Av. independencia 398,Av. Independencia,398,"Av. Independencia 398, Santiago, Chile",True,"Avenida Independencia 398, 832 0000 Santiago, Chile",-33.4266202,-70.65417951818182,ok,buena
213,Av. Independencia 4412,AV. INDEPENDENCIA 4412,5372998 - 7,Cliente 5372998,"Av. Independencia 4412, Quinta Normal, Santiago de Chile",2026-12-10,ORD-CL-202612-001174,201545,2026-12-12,Av. Independencia 4412 Quinta Normal Santiago de,Av. Independencia,4412,"Av. Independencia 4412, Santiago, Chile",True,"Avenida Independencia 4412, 854 0000 Conchalí, Chile",-33.387420992857145,-70.67803106428572,ok,buena
213,Av. Independencia 4412,AV. INDEPENDENCIA 4412,5.372.998 - 7,Cliente 5372998,"Av. Independencia 4412, Quinta Normal, Santiago",2026-12-22,ORD-CL-202612-002843,166696,2026-12-24,Av. Independencia 4412,Av. Independencia,4412,"Av. Independencia 4412, Santiago, Chile",True,"Avenida Independencia 4412, 854 0000 Conchalí, Chile",-33.387420992857145,-70.67803106428572,ok,buena
214,Av. Independencia 4637,AV. INDEPENDENCIA 4637,7.910.497-1,Cliente Nuevo 7910497,"AV. INDEPENDENCIA 4637, DEPTO 730, PROVIDENCIA, SANTIAGO, CHILE",2026-12-01,ORD-CL-202612-000091,200870,2026-12-03,Av. INDEPENDENCIA 4637,Av. Independencia,4637,"Av. Independencia 4637, Santiago, Chile",True,"Avenida Independencia 4637, 854 0000 Conchalí, Chile",-33.38621719285714,-70.67873796428572,ok,buena
214,Av. Independencia 4637,AV. INDEPENDENCIA 4637,7.910.497-1,Cliente Nuevo 7910497,Av. Independencia 4637 Dpto 730 Providencia Santiago Chile,2026-12-08,ORD-CL-202612-000968,122258,2026-12-11,Av. Independencia 4637,Av. Independencia,4637,"Av. Independencia 4637, Santiago, Chile",True,"Avenida Independencia 4637, 854 0000 Conchalí, Chile",-33.38621719285714,-70.67873796428572,ok,buena
214,Av. Independencia 4637,AV. INDEPENDENCIA 4637,7910497-1,Cliente Nuevo 7910497,Av. Independencia 4637 Depto 730 Providencia Santiago Chile,2026-12-11,ORD-CL-202612-001333,177883,2026-12-14,Av. Independencia 4637,Av. Independencia,4637,"Av. Independencia 4637, Santiago, Chile",True,"Avenida Independencia 4637, 854 0000 Conchalí, Chile",-33.38621719285714,-70.67873796428572,ok,buena
215,Av. Independencia 4789,AV. INDEPENDENCIA 4789,21.123.205 - 6,Cliente Nuevo 21123205,"Av. Independencia 4789, La Reina, Santiago",2026-12-15,ORD-CL-202612-001972,157086,2026-12-19,Av. Independencia 4789,Av. Independencia,4789,"Av. Independencia 4789, Santiago, Chile",True,"Avenida Independencia 4789, 854 0000 Conchalí, Chile",-33.384867033333336,-70.67986276666667,ok,buena
216,Av. Independencia 4810,AV. INDEPENDENCIA 4810,5138738 - 6,Cliente Nuevo 5138738,Av. Independencia 4810 Depto 1996 Puente Alto Santiago Chile,2026-12-01,ORD-CL-202612-000187,156899,2026-12-03,Av. Independencia 4810,Av. Independencia,4810,"Av. Independencia 4810, Santiago, Chile",True,"Avenida Independencia 4810, 854 0000 Conchalí, Chile",-33.385127250000004,-70.68005207307692,ok,buena
217,Av. Independencia 492,AV. INDEPENDENCIA 492,22882722 - 8,Cliente Nuevo 22882722,"Av. Independencia 492, DEPTO 1163, Las Condes, Stgo, Chile",2026-12-25,ORD-CL-202612-003406,94128,2026-12-28,Av. Independencia 492,Av. Independencia,492,"Av. Independencia 492, Santiago, Chile",True,"Avenida Independencia 492, 832 0000 Santiago, Chile",-33.42550395,-70.6545038125,ok,buena
218,Av. Independencia 5061,AV. INDEPENDENCIA 5061,20341187 - 6,Cliente 20341187,"AV. INDEPENDENCIA 5061, SAN MIGUEL, SANTIAGO, CHILE",2026-12-05,ORD-CL-202612-000593,195688,2026-12-09,Av. INDEPENDENCIA 5061,Av. Independencia,5061,"Av. Independencia 5061, Santiago, Chile",True,"Avenida Independencia 5061, 854 0000 Conchalí, Chile",-33.382323505555554,-70.68197313611111,ok,buena
219,Av. Independencia 5446,AV. INDEPENDENCIA 5446,17.408.939-1,Cliente 17408939,av. independencia 5446 san miguel santiago chile,2026-12-12,ORD-CL-202612-001520,288667,2026-12-14,Av. independencia 5446,Av. Independencia,5446,"Av. Independencia 5446, Santiago, Chile",True,"Avenida Independencia 5446, 859 0483 Conchalí, Chile",-33.37787285555556,-70.68398367333333,ok,buena
220,Av. Independencia 5913,AV. INDEPENDENCIA 5913,12057551 - 7,Cliente Nuevo 12057551,"Av. Independencia 5913, Las Condes, Santiago",2026-12-24,ORD-CL-202612-003265,241695,2026-12-28,Av. Independencia 5913,Av. Independencia,5913,"Av. Independencia 5913, Santiago, Chile",True,"Avenida Independencia 5913, 871 0022 Conchalí, Chile",-33.3713983516129,-70.68744,ok,buena
221,Av. Independencia 5956,AV. INDEPENDENCIA 5956,7.048.215-9,Cliente 7048215,Av. Independencia 5956 Depto 1141 La Reina Santiago Chile,2026-12-13,ORD-CL-202612-001543,217695,2026-12-16,Av. Independencia 5956,Av. Independencia,5956,"Av. Independencia 5956, Santiago, Chile",True,"Avenida Independencia 5956, 871 0022 Conchalí, Chile",-33.370454300000006,-70.68843104999999,ok,buena
221,Av. Independencia 5956,AV. INDEPENDENCIA 5956,7048215-9,Cliente 7048215,av. independencia 5956 depto 1141 la reina santiago chile,2026-12-15,ORD-CL-202612-001983,161967,2026-12-18,Av. independencia 5956,Av. Independencia,5956,"Av. Independencia 5956, Santiago, Chile",True,"Avenida Independencia 5956, 871 0022 Conchalí, Chile",-33.370454300000006,-70.68843104999999,ok,buena
222,Av. Independencia 606,AV. INDEPENDENCIA 606,8.578.947 - 2,Cliente 8578947,"Av. Independencia 606, La Florida, Santiago, Chile",2026-12-27,ORD-CL-202612-003578,102836,2026-12-30,Av. Independencia 606,Av. Independencia,606,"Av. Independencia 606, Santiago, Chile",True,"Avenida Independencia 606, 832 0000 Santiago, Chile",-33.4241184,-70.6551912,ok,buena
222,Av. Independencia 606,AV. INDEPENDENCIA 606,8.578.947-2,Cliente 8578947,"Av. Independencia 606, La Florida, Santiago, Chile",2026-12-28,ORD-CL-202612-003778,132816,2026-12-31,Av. Independencia 606,Av. Independencia,606,"Av. Independencia 606, Santiago, Chile",True,"Avenida Independencia 606, 832 0000 Santiago, Chile",-33.4241184,-70.6551912,ok,buena
223,Av. Independencia 6313,AV. INDEPENDENCIA 6313,15.056.286-5,Cliente 15056286,Av. Independencia 6313 Depto 1600 Santiago Santiago de Chile,2026-12-02,ORD-CL-202612-000230,157814,2026-12-05,Av. Independencia 6313 Santiago Santiago de,Av. Independencia,6313,"Av. Independencia 6313, Santiago, Chile",True,"Avenida Independencia 6313, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
223,Av. Independencia 6313,AV. INDEPENDENCIA 6313,15.056.286-5,Cliente 15056286,"av. independencia 6313, depto 1600, santiago, santiago, chile",2026-12-20,ORD-CL-202612-002719,185710,2026-12-22,Av. independencia 6313,Av. Independencia,6313,"Av. Independencia 6313, Santiago, Chile",True,"Avenida Independencia 6313, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
223,Av. Independencia 6313,AV. INDEPENDENCIA 6313,15.056.286 - 5,Cliente 15056286,"AV. INDEPENDENCIA 6313, DEPTO 1600, SANTIAGO, SANTIAGO, CHILE",2026-12-28,ORD-CL-202612-003754,90872,2026-12-29,Av. INDEPENDENCIA 6313,Av. Independencia,6313,"Av. Independencia 6313, Santiago, Chile",True,"Avenida Independencia 6313, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
223,Av. Independencia 6313,AV. INDEPENDENCIA 6313,15.056.286-5,Cliente 15056286,"AV. INDEPENDENCIA 6313, DEPTO 1600, SANTIAGO, SANTIAGO, CHILE",2026-12-31,ORD-CL-202612-004123,126510,2027-01-02,Av. INDEPENDENCIA 6313,Av. Independencia,6313,"Av. Independencia 6313, Santiago, Chile",True,"Avenida Independencia 6313, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
224,Av. Independencia 6485,AV. INDEPENDENCIA 6485,13.518.732 - 9,Cliente 13518732,"Av. Independencia 6485, Depto 830, La Florida, Santiago",2026-12-17,ORD-CL-202612-002262,100962,2026-12-20,Av. Independencia 6485,Av. Independencia,6485,"Av. Independencia 6485, Santiago, Chile",True,"Avenida Independencia 6485, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
224,Av. Independencia 6485,AV. INDEPENDENCIA 6485,13.518.732-9,Cliente 13518732,"Av. Independencia 6485, Dpto 830, La Florida, Santiago, Chile",2026-12-30,ORD-CL-202612-004003,141133,2027-01-01,Av. Independencia 6485,Av. Independencia,6485,"Av. Independencia 6485, Santiago, Chile",True,"Avenida Independencia 6485, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
225,Av. Independencia 6663,AV. INDEPENDENCIA 6663,9.657.778 - 2,Cliente Nuevo 9657778,"Av. Independencia 6663, DEPTO 2360, Peñalolén, Stgo, Chile",2026-12-29,ORD-CL-202612-003880,90544,2027-01-02,Av. Independencia 6663,Av. Independencia,6663,"Av. Independencia 6663, Santiago, Chile",True,"Avenida Independencia 6663, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
226,Av. Independencia 6700,AV. INDEPENDENCIA 6700,22.288.705 - 4,Cliente 22288705,Av. Independencia 6700 DEPTO 1785 Quinta Normal Stgo Chile,2026-12-20,ORD-CL-202612-002679,62883,2026-12-22,Av. Independencia 6700,Av. Independencia,6700,"Av. Independencia 6700, Santiago, Chile",True,"Avenida Independencia 6700, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
227,Av. Independencia 6848,AV. INDEPENDENCIA 6848,5878888 - 2,Cliente Nuevo 5878888,"Av. Independencia 6848, La Reina, Santiago, Chile",2026-12-18,ORD-CL-202612-002343,86993,2026-12-22,Av. Independencia 6848,Av. Independencia,6848,"Av. Independencia 6848, Santiago, Chile",True,"Avenida Independencia 6848, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
227,Av. Independencia 6848,AV. INDEPENDENCIA 6848,5.878.888 - 2,Cliente Nuevo 5878888,"av. independencia 6848, la reina, santiago, chile",2026-12-19,ORD-CL-202612-002524,216448,2026-12-21,Av. independencia 6848,Av. Independencia,6848,"Av. Independencia 6848, Santiago, Chile",True,"Avenida Independencia 6848, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
228,Av. Independencia 7117,AV. INDEPENDENCIA 7117,16492482-6,Cliente Nuevo 16492482,"Av. Independencia 7117, DEPTO 67, Ñuñoa, Stgo, Chile",2026-12-16,ORD-CL-202612-002059,115444,2026-12-18,Av. Independencia 7117,Av. Independencia,7117,"Av. Independencia 7117, Santiago, Chile",True,"Avenida Independencia 7117, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
229,Av. Independencia 7555,AV. INDEPENDENCIA 7555,6808972-3,Cliente Nuevo 6808972,Av. Independencia 7555 Puente Alto Santiago Chile,2026-12-28,ORD-CL-202612-003725,271655,2026-12-30,Av. Independencia 7555,Av. Independencia,7555,"Av. Independencia 7555, Santiago, Chile",True,"Avenida Independencia 7555, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
230,Av. Independencia 7595,AV. INDEPENDENCIA 7595,10.499.637 - 6,Cliente Nuevo 10499637,"Av. Independencia 7595, Depto 734, Maipú, Santiago, Chile",2026-12-05,ORD-CL-202612-000567,108244,2026-12-08,Av. Independencia 7595,Av. Independencia,7595,"Av. Independencia 7595, Santiago, Chile",True,"Avenida Independencia 7595, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
231,Av. Independencia 7786,AV. INDEPENDENCIA 7786,11.560.240-5,Cliente Nuevo 11560240,Av. Independencia 7786 Depto 1100 San Miguel Santiago Chile,2026-12-31,ORD-CL-202612-004145,130916,2027-01-02,Av. Independencia 7786,Av. Independencia,7786,"Av. Independencia 7786, Santiago, Chile",True,"Avenida Independencia 7786, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
232,Av. Independencia 8025,AV. INDEPENDENCIA 8025,8888562 - 9,Cliente 8888562,Av. Independencia 8025 Depto 128 Independencia Santiago de Chile,2026-12-08,ORD-CL-202612-000917,226987,2026-12-10,Av. Independencia 8025 Independencia Santiago de,Av. Independencia,8025,"Av. Independencia 8025, Santiago, Chile",True,"Avenida Independencia 8025, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
233,Av. Independencia 8062,AV. INDEPENDENCIA 8062,17681406 - 4,Cliente Nuevo 17681406,"Av. Independencia 8062, Depto 1575, Macul, Santiago, Chile",2026-12-26,ORD-CL-202612-003500,330130,2026-12-30,Av. Independencia 8062,Av. Independencia,8062,"Av. Independencia 8062, Santiago, Chile",True,"Avenida Independencia 8062, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
234,Av. Independencia 8147,AV. INDEPENDENCIA 8147,5834790-3,Cliente Nuevo 5834790,Av. Independencia 8147 Depto 1632 La Reina Santiago Chile,2026-12-03,ORD-CL-202612-000308,197345,2026-12-06,Av. Independencia 8147,Av. Independencia,8147,"Av. Independencia 8147, Santiago, Chile",True,"Avenida Independencia 8147, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
234,Av. Independencia 8147,AV. INDEPENDENCIA 8147,5834790 - 3,Cliente Nuevo 5834790,"Av. Independencia 8147, DEPTO 1632, La Reina, Stgo, Chile",2026-12-05,ORD-CL-202612-000504,235769,2026-12-08,Av. Independencia 8147,Av. Independencia,8147,"Av. Independencia 8147, Santiago, Chile",True,"Avenida Independencia 8147, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
235,Av. Independencia 822,AV. INDEPENDENCIA 822,10.070.774 - 1,Cliente Nuevo 10070774,Av. Independencia 822 Depto 44 Estación Central Santiago de Chile,2026-12-19,ORD-CL-202612-002516,169270,2026-12-23,Av. Independencia 822 Estación Central Santiago de,Av. Independencia,822,"Av. Independencia 822, Santiago, Chile",True,"Avenida Independencia 822, 832 0000 Santiago, Chile",-33.4218466,-70.6554525,ok,buena
235,Av. Independencia 822,AV. INDEPENDENCIA 822,10070774-1,Cliente Nuevo 10070774,"Av. Independencia 822, Depto 44, Estación Central, Santiago, Chile",2026-12-23,ORD-CL-202612-003062,165245,2026-12-25,Av. Independencia 822,Av. Independencia,822,"Av. Independencia 822, Santiago, Chile",True,"Avenida Independencia 822, 832 0000 Santiago, Chile",-33.4218466,-70.6554525,ok,buena
235,Av. Independencia 822,AV. INDEPENDENCIA 822,10070774-1,Cliente Nuevo 10070774,Av. Independencia 822 Depto 44 Estación Central Santiago Chile,2026-12-26,ORD-CL-202612-003510,77617,2026-12-29,Av. Independencia 822,Av. Independencia,822,"Av. Independencia 822, Santiago, Chile",True,"Avenida Independencia 822, 832 0000 Santiago, Chile",-33.4218466,-70.6554525,ok,buena
236,Av. Independencia 8328,AV. INDEPENDENCIA 8328,15.647.913-5,Cliente Nuevo 15647913,"Av. Independencia 8328, Depto 456, Lo Prado, Santiago, Chile",2026-12-14,ORD-CL-202612-001803,165560,2026-12-17,Av. Independencia 8328,Av. Independencia,8328,"Av. Independencia 8328, Santiago, Chile",True,"Avenida Independencia 8328, 838 0000 Santiago, Chile",-33.430113,-70.653323,ok,buena
