Número de Orden,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Fecha de despacho Solicitada,Monto Pedido,direccion_normalizada,formatted,node_id,lat_final,lon_final,volumen_total_pedido_m3,peso_total_pedido_kg,n_lineas_detalle,estado,calidad_match,tipo,tiene_coords_finales,tiene_node_id,tiene_detalle,node_id_deposito,lat_deposito,lon_deposito,direccion_deposito
ORD-CL-202612-000857,15460916-7,Cliente 15460916,Calle Bandera 7800 Puente Alto Santiago Chile,2026-12-07,2026-12-10,131205,Calle Bandera 7800,"Bandera 7800, 832 0000 Santiago, Chile",1572,-33.44046393300847,-70.65220603930719,0.718506,140.321,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000858,20650446 - 1,Cliente 20650446,AV. KENNEDY 4724 DEPTO 1895 INDEPENDENCIA SANTIAGO CHILE,2026-12-07,2026-12-09,216824,Av. Kennedy 4724,"Avenida Presidente Kennedy 4724, 763 0000 Santiago, Chile",333,-33.4028231,-70.5834356,0.252699,92.05499999999999,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000859,17.997.402-5,Cliente Nuevo 17997402,Av. Santa Rosa 9308 Santiago Santiago Chile,2026-12-07,2026-12-09,265797,Av. Santa Rosa 9308,"Avenida Santa Rosa 9308, 887 0068 Santiago, Chile",1012,-33.545539008695656,-70.63337706086956,1.287858,162.49099999999999,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000860,7665044 - 8,Cliente Nuevo 7665044,"Calle Catedral 9757, Macul, Santiago de Chile",2026-12-07,2026-12-10,129047,Calle Catedral 9757,"Catedral 9757, 832 0000 Santiago, Chile",1633,-33.438738201983064,-70.66443720992424,0.623017,87.673,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000861,20.528.123-3,Cliente 20528123,"Av. Grecia 3746, DEPTO 776, Peñalolén, Stgo, Chile",2026-12-07,2026-12-10,211322,Av. Grecia 3746,"Avenida Grecia 3746, 832 0000 Santiago, Chile",164,-33.46495569496855,-70.591252336478,0.643325,131.471,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000862,6.438.229-6,Cliente 6438229,Calle Merced 6576 Depto 1169 Puente Alto Santiago Chile,2026-12-07,2026-12-10,85190,Calle Merced 6576,"Merced 6576, 832 0000 Santiago, Chile",1834,-33.43731790255185,-70.64174538474282,0.794164,100.34200000000001,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000863,7.144.201-2,Cliente Nuevo 7144201,Av. Vicuña Mackenna 3988 Depto 1809 La Reina Santiago Chile,2026-12-07,2026-12-09,104032,Av. Vicuña Mackenna 3988,"Avenida Vicuña Mackenna 3988, 832 0000 Santiago, Chile",1102,-33.49047388866424,-70.61744562727411,0.642658,79.218,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000864,15904108 - 1,Cliente Nuevo 15904108,"Av. Vicuña Mackenna 4311, Depto 1758, Macul, Santiago",2026-12-07,2026-12-09,120448,Av. Vicuña Mackenna 4311,"Avenida Vicuña Mackenna 4311, 830 1703 La Florida, Chile",1105,-33.56620388666666,-70.58405347333333,0.275159,77.40299999999999,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000865,8164057 - 6,Cliente Nuevo 8164057,"Avenida Libertador Bernardo O Higgins 4908, Depto 1714, San Miguel, Santiago, Chile",2026-12-07,2026-12-10,86740,Avenida Libertador Bernardo O Higgins 4908,"Avenida Libertador Bernardo O'Higgins Norte, Avenida Libertador Bernardo O'Higgins 4908, 832 0000 Santiago, Chile",1283,-33.4569332,-70.7035986,0.144667,34.229,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000866,11.883.745-3,Cliente Nuevo 11883745,"Calle Amunátegui 9661, Dpto 2467, La Florida, Santiago, Chile",2026-12-07,2026-12-09,104919,Calle Amunátegui 9661,"Amunátegui 9661, 832 0000 Santiago, Chile",1474,-33.41625625370045,-70.66756956491413,1.826362,240.30900000000003,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000867,9.159.574-0,Cliente 9159574,"Gran Avenida José Miguel Carrera 6581, Depto 622, Las Condes, Santiago, Chile",2026-12-07,2026-12-09,57510,Gran Avenida José Miguel Carrera 6581,"Gran Avenida José Miguel Carrera 6581, 832 0000 Santiago, Chile",2238,-33.517661,-70.659181,1.834837,186.381,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000868,21196886 - 8,Cliente Nuevo 21196886,"Av. Matta 3211, Quinta Normal, Santiago, Chile",2026-12-07,2026-12-09,134214,Av. Matta 3211,"Avenida Manuel Antonio Matta 3211, 832 0000 Santiago, Chile",705,-33.45799120274538,-70.64211682398948,0.219005,22.182,4,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000869,20.274.770-8,Cliente 20274770,"Calle Morandé 9393, Macul, Santiago, Chile",2026-12-07,2026-12-08,147075,Calle Morandé 9393,"Morandé 9393, 832 0000 Santiago, Chile",1953,-33.43452185756808,-70.65443829443069,1.520161,236.47199999999998,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000870,14033088-6,Cliente Nuevo 14033088,Av. Departamental 9365 Peñalolén Stgo Chile,2026-12-07,2026-12-10,120610,Av. Departamental 9365,"Avenida Departamental 9365, 832 0000 Santiago, Chile",154,-33.49342680302045,-70.67774623290455,0.529127,72.421,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000871,18.986.593 - 2,Cliente 18986593,Calle Arturo Prat 6969 Depto 2359 Recoleta Santiago,2026-12-07,2026-12-09,94298,Calle Arturo Prat 6969,"Arturo Prat 6969, 922 2145 Cerrillos, Chile",1521,-33.49563130326087,-70.72113061739131,1.397308,223.937,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000872,7.212.187-8,Cliente Nuevo 7212187,Calle San Diego 8343 San Miguel Santiago Chile,2026-12-07,2026-12-10,151557,Calle San Diego 8343,"San Diego 8343, 832 0000 Santiago, Chile",2065,-33.46971150355578,-70.64855318455172,0.58369,74.417,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000873,19.670.345-6,Cliente Nuevo 19670345,Av. Irarrázaval 2781 La Florida Santiago Chile,2026-12-07,2026-12-10,163537,Av. Irarrázaval 2781,"Avenida Irarrázaval 2781, 832 0000 Santiago, Chile",264,-33.45456760212765,-70.60216026808511,0.20145699999999997,30.422,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000874,6.904.381 - 9,Cliente 6904381,"Av. Libertador Bernardo O Higgins 7273, Santiago, Stgo, Chile",2026-12-07,2026-12-10,161360,Av. Libertador Bernardo O Higgins 7273,"Avenida Libertador Bernardo O'Higgins 7273, 832 0000 Santiago, Chile",528,-33.448743251107814,-70.67154545028562,0.79556,134.594,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000875,7.951.830-0,Cliente Nuevo 7951830,"Calle Teatinos 9817, Depto 2426, Ñuñoa, Santiago, Chile",2026-12-07,2026-12-09,202587,Calle Teatinos 9817,"Teatinos 9817, 832 0000 Santiago, Chile",2193,-33.436656955578805,-70.65568127045138,1.4387109999999999,221.857,28,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000876,9.697.997-8,Cliente Nuevo 9697997,"Av. Tobalaba 3092, Depto 355, Independencia, Santiago",2026-12-07,2026-12-10,147483,Av. Tobalaba 3092,"Avenida Tobalaba 3092, 779 0097 Santiago, Chile",1028,-33.4308057,-70.5856753,1.258543,167.606,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000877,7.553.319-0,Cliente Nuevo 7553319,Calle Santo Domingo 5422 Depto 1399 Lo Prado Santiago Chile,2026-12-07,2026-12-09,300469,Calle Santo Domingo 5422,"Santo Domingo 5422, 835 0302 Quinta Normal, Chile",2101,-33.438971360737774,-70.68787532598256,0.6931590000000001,80.024,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000878,13.180.239 - 0,Cliente 13180239,"Av. Mapocho 2988, Peñalolén, Stgo, Chile",2026-12-07,2026-12-09,174557,Av. Mapocho 2988,"Avenida Mapocho 2988, 832 0000 Santiago, Chile",645,-33.432743900000006,-70.67708009387755,0.7991199999999999,97.248,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000879,13.269.727-3,Cliente 13269727,calle bandera 8232 macul santiago chile,2026-12-07,2026-12-10,224601,Calle Bandera 8232,"Bandera 8232, 832 0000 Santiago, Chile",1577,-33.44046393300847,-70.65220603930719,0.8432229999999998,116.222,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000880,16.557.205-7,Cliente 16557205,"Calle Arturo Prat 4440, San Miguel, Santiago",2026-12-08,2026-12-10,192540,Calle Arturo Prat 4440,"Arturo Prat 4440, 832 0000 Santiago, Chile",1504,-33.452475519393765,-70.64863131734094,1.334547,190.71,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000881,7148186-5,Cliente Nuevo 7148186,"Calle Santo Domingo 2857, Peñalolén, Santiago, Chile",2026-12-08,2026-12-10,192516,Calle Santo Domingo 2857,"Santo Domingo 2857, 832 0000 Santiago, Chile",2086,-33.4380143,-70.6752026,2.344619,427.74699999999996,21,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000882,20.307.103 - 7,Cliente Nuevo 20307103,"Calle San Antonio 1624, Providencia, Santiago, Chile",2026-12-08,2026-12-10,165935,Calle San Antonio 1624,"San Antonio 1624, 832 0000 Santiago, Chile",1961,-33.43487534738776,-70.64887247008978,1.399119,222.141,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000883,7263675-9,Cliente Nuevo 7263675,"Calle Compañía de Jesús 7022, Depto 1816, Macul, Santiago",2026-12-08,2026-12-12,171391,Calle Compañía de Jesús 7022,"Compañía de Jesús 7022, 832 0000 Santiago, Chile",1668,-33.439644149230105,-70.66251983715254,0.7118599999999999,120.37700000000001,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000884,16.000.761-7,Cliente Nuevo 16000761,Calle Morandé 7753 Depto 1502 Maipú Santiago de Chile,2026-12-08,2026-12-10,196642,Calle Morandé 7753,"Morandé 7753, 832 0000 Santiago, Chile",1949,-33.43452185756808,-70.65443829443069,0.8775459999999999,121.16,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000885,11.292.260-5,Cliente 11292260,Av. Irarrázaval 6780 Macul Santiago Chile,2026-12-08,2026-12-12,58012,Av. Irarrázaval 6780,"Avenida Irarrázaval 6780, 832 0000 Santiago, Chile",297,-33.45211752135792,-70.62996532946244,3.624593,470.236,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000886,12095330-0,Cliente Nuevo 12095330,Calle Santo Domingo 4271 Maipú Santiago Chile,2026-12-08,2026-12-10,97701,Calle Santo Domingo 4271,"Santo Domingo 4271, 835 0302 Quinta Normal, Chile",2098,-33.43933702857143,-70.69272812857143,1.156331,194.926,23,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000887,7136434 - 3,Cliente Nuevo 7136434,"CALLE COMPAÑÍA DE JESÚS 4206, LAS CONDES, SANTIAGO, CHILE",2026-12-08,2026-12-11,111113,Calle Compañía de Jesús 4206,"Compañía de Jesús 4206, 832 0000 Santiago, Chile",1657,-33.439644149230105,-70.66251983715254,1.074891,136.166,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000888,5683172 - 2,Cliente Nuevo 5683172,"Calle San Antonio 592, Depto 843, Vitacura, Santiago de Chile",2026-12-08,2026-12-12,199373,Calle San Antonio 592,"San Antonio 592, 832 0000 Santiago, Chile",1990,-33.43629268983051,-70.64880553050848,0.08108800000000001,16.333,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000889,20368985 - 4,Cliente 20368985,"Av. Santa Rosa 7371, Depto 2382, Puente Alto, Santiago, Chile",2026-12-08,2026-12-12,158224,Av. Santa Rosa 7371,"Avenida Santa Rosa 7371, 832 0000 Santiago, Chile",1000,-33.5272794,-70.6357133,0.216895,31.89,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000890,13.594.672-8,Cliente Nuevo 13594672,"Avenida Macul 2271, Depto 853, Peñalolén, Santiago, Chile",2026-12-08,2026-12-12,169693,Avenida Macul 2271,"Avenida Macul 2271, 832 0000 Santiago, Chile",1290,-33.475424546938775,-70.59900136938775,0.227174,60.792,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000891,22949052-6,Cliente 22949052,AV. KENNEDY 9275 ESTACIÓN CENTRAL SANTIAGO CHILE,2026-12-08,2026-12-10,92836,Av. Kennedy 9275,"Avenida Presidente Kennedy 9275, 763 0000 Santiago, Chile",373,-33.3883495,-70.5446598,0.432567,99.615,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000892,14.192.154-3,Cliente Nuevo 14192154,Calle Teatinos 1048 Depto 1560 Quinta Normal Santiago Chile,2026-12-08,2026-12-10,112931,Calle Teatinos 1048,"Teatinos 1048, 832 0000 Santiago, Chile",2133,-33.436656955578805,-70.65568127045138,0.494906,64.961,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000893,5.974.807 - 2,Cliente Nuevo 5974807,Avenida Macul 928 Depto 1801 La Reina Santiago Chile,2026-12-08,2026-12-12,237818,Avenida Macul 928,"Avenida Macul 928, 832 0000 Santiago, Chile",1298,-33.49707804581206,-70.59790889427815,1.8734929999999999,350.559,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000894,13.360.684-4,Cliente Nuevo 13360684,Av. Matta 3621 Depto 2044 Ñuñoa Santiago Chile,2026-12-08,2026-12-11,263634,Av. Matta 3621,"Avenida Manuel Antonio Matta 3621, 832 0000 Santiago, Chile",706,-33.45799120274538,-70.64211682398948,0.588747,152.366,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000895,13.591.026-5,Cliente 13591026,"av. kennedy 640, depto 471, maipú, santiago, chile",2026-12-08,2026-12-11,118766,Av. Kennedy 640,"Avenida Presidente Kennedy 640, 763 0000 Santiago, Chile",352,-33.404958,-70.590861,1.212236,198.328,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000896,15.648.825 - 4,Cliente 15648825,Av. Departamental 223 Depto 2250 La Reina Santiago Chile,2026-12-08,2026-12-11,89014,Av. Departamental 223,"Avenida Departamental 223, 832 0000 Santiago, Chile",111,-33.507795,-70.6232996,3.071979,372.668,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000897,6899986-8,Cliente Nuevo 6899986,Av. Mapocho 1251 Depto 2238 La Reina Santiago de Chile,2026-12-08,2026-12-10,51837,Av. Mapocho 1251,"Avenida Mapocho 1251, 850 0000 Santiago, Chile",635,-33.432762,-70.686501,0.7173379999999999,91.35300000000001,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000898,19.196.753-9,Cliente 19196753,CALLE SAN DIEGO 2493 LA REINA SANTIAGO CHILE,2026-12-08,2026-12-11,276748,Calle San Diego 2493,"San Diego 2493, 832 0000 Santiago, Chile",2029,-33.46971150355578,-70.64855318455172,0.17288,37.416,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000899,20.008.165-9,Cliente 20008165,Av. Mapocho 1601 Depto 1320 Quinta Normal Santiago,2026-12-08,2026-12-10,162977,Av. Mapocho 1601,"Avenida Mapocho 1601, 850 0000 Santiago, Chile",641,-33.432762,-70.686501,2.327995,248.66299999999998,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000900,20.826.044-2,Cliente 20826044,Calle Estado 1659 Depto 1937 Las Condes Santiago Chile,2026-12-08,2026-12-11,137373,Calle Estado 1659,"Estado 1659, 832 0000 Santiago, Chile",1693,-33.43949515564987,-70.64953513821996,0.617968,95.68299999999999,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000901,21.626.232 - 2,Cliente Nuevo 21626232,Calle Compañía de Jesús 6548 Depto 1238 Ñuñoa Santiago Chile,2026-12-08,2026-12-10,40217,Calle Compañía de Jesús 6548,"Compañía de Jesús 6548, 832 0000 Santiago, Chile",1663,-33.439644149230105,-70.66251983715254,1.508612,210.19299999999998,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000902,17327422-1,Cliente Nuevo 17327422,"av. independencia 2203, depto 1059, peñalolén, santiago, chile",2026-12-08,2026-12-10,163319,Av. Independencia 2203,"Avenida Independencia 2203, 832 0000 Santiago, Chile",201,-33.4064031,-70.6612946,1.407498,202.88,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000903,21.171.484-4,Cliente 21171484,"CALLE MORANDÉ 9783, DEPTO 2211, ESTACIÓN CENTRAL, SANTIAGO, CHILE",2026-12-08,2026-12-12,80136,Calle Morandé 9783,"Morandé 9783, 832 0000 Santiago, Chile",1957,-33.43452185756808,-70.65443829443069,1.68171,201.143,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000904,14092820 - 9,Cliente Nuevo 14092820,Av. Américo Vespucio 5192 Vitacura Santiago Chile,2026-12-08,2026-12-11,177274,Av. Américo Vespucio 5192,"Avenida Américo Vespucio 5192, 832 0000 Santiago, Chile",25,-33.5010597,-70.5878376,0.09403,14.933,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000905,12.118.902-3,Cliente 12118902,"Av. Manuel Montt 5488, Depto 2009, Providencia, Santiago, Chile",2026-12-08,2026-12-11,184855,Av. Manuel Montt 5488,"Avenida Manuel Montt 5488, 832 0000 Santiago, Chile",608,-33.450409379191655,-70.61310094459272,0.144619,49.413,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000906,22539541 - 3,Cliente Nuevo 22539541,"Calle San Diego 5389, Puente Alto, Santiago",2026-12-08,2026-12-10,259511,Calle San Diego 5389,"San Diego 5389, 832 0000 Santiago, Chile",2048,-33.46971150355578,-70.64855318455172,0.047098,22.642999999999997,2,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000907,17777808 - 6,Cliente 17777808,"Av. Libertador Bernardo O Higgins 5746, Depto 1018, Santiago, Santiago, Chile",2026-12-08,2026-12-10,237122,Av. Libertador Bernardo O Higgins 5746,"Avenida Libertador Bernardo O'Higgins 5746, 832 0000 Santiago, Chile",520,-33.448743251107814,-70.67154545028562,3.777882,554.4780000000001,21,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000908,21.841.892-1,Cliente 21841892,Av. Kennedy 9846 Dpto 925 La Reina Santiago Chile,2026-12-08,2026-12-10,47384,Av. Kennedy 9846,"Avenida Presidente Kennedy 9846, 763 0000 Santiago, Chile",378,-33.385895,-70.5384538,0.991911,156.218,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000909,14957228 - 2,Cliente 14957228,"AV. MAPOCHO 934, LA REINA, SANTIAGO, CHILE",2026-12-08,2026-12-10,111572,Av. Mapocho 934,"Avenida Mapocho 934, 850 0000 Santiago, Chile",682,-33.432762,-70.686501,0.827759,127.39699999999999,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000910,20.319.081-6,Cliente 20319081,Av. Grecia 1341 La Florida Santiago Chile,2026-12-08,2026-12-11,49469,Av. Grecia 1341,"Avenida Grecia 1341, 832 0000 Santiago, Chile",159,-33.4616585,-70.6184683,0.405495,60.146,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000911,5.207.863-4,Cliente Nuevo 5207863,"Calle San Diego 7691, Depto 1296, San Miguel, Santiago",2026-12-08,2026-12-11,148457,Calle San Diego 7691,"San Diego 7691, 832 0000 Santiago, Chile",2061,-33.46971150355578,-70.64855318455172,0.50926,74.93299999999999,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000912,10.353.880-5,Cliente Nuevo 10353880,Av. Departamental 88 Depto 949 Maipú Santiago Chile,2026-12-08,2026-12-10,129442,Av. Departamental 88,"Avenida Departamental 88, 894 0000 San Joaquín, Chile",149,-33.50810915333333,-70.61755336666667,0.238236,22.94,2,ok,aceptable,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000913,8.465.175 - 9,Cliente 8465175,"CALLE HUÉRFANOS 5159, MACUL, SANTIAGO, CHILE",2026-12-08,2026-12-10,173687,Calle Huérfanos 5159,"Huérfanos 5159, 832 0000 Santiago, Chile",1783,-33.43969907361054,-70.65168277752262,1.734153,295.219,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-000914,19.802.533-2,Cliente Nuevo 19802533,"calle arturo prat 8711, la florida, santiago, chile",2026-12-08,2026-12-11,104005,Calle Arturo Prat 8711,"Arturo Prat 8711, 832 0000 Santiago, Chile",1533,-33.452475519393765,-70.64863131734094,6.325489999999999,754.082,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
