Número de Orden,Fecha de despacho Solicitada,Monto Pedido,direccion_normalizada,node_id,lat_final,lon_final,volumen_total_pedido_m3,peso_total_pedido_kg,node_id_deposito,lat_deposito,lon_deposito
ORD-CL-202612-000633,2026-12-10,179234,Av. Santa Rosa 5380,984,-33.507015,-70.6384402,0.14386,19.423,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000634,2026-12-08,117641,Calle Teatinos 7030,2169,-33.436656955578805,-70.65568127045138,0.103419,41.864,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000635,2026-12-07,172095,Av. La Florida 8463,422,-33.5292503,-70.5759872,2.981051,503.814,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000636,2026-12-08,125366,Av. Grecia 6127,176,-33.4701915,-70.5719356,0.394166,66.81,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000637,2026-12-10,244622,Av. Vitacura 8614,1171,-33.384643,-70.5534551,1.118314,137.455,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000638,2026-12-09,95431,Calle Compañía de Jesús 6812,1665,-33.439644149230105,-70.66251983715254,1.643524,197.174,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000639,2026-12-08,168652,Calle Huérfanos 5705,1787,-33.43969907361054,-70.65168277752262,1.364371,319.119,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000640,2026-12-08,230121,Av. Macul 8042,573,-33.49707804581206,-70.59790889427815,1.905694,242.792,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000641,2026-12-09,186987,Calle San Diego 3959,2040,-33.46971150355578,-70.64855318455172,2.4667350000000003,235.959,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000642,2026-12-10,195733,Av. Irarrázaval 2033,258,-33.453654,-70.6098817,2.350345,346.413,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000643,2026-12-08,215345,Calle Teatinos 4556,2157,-33.436656955578805,-70.65568127045138,0.592389,71.345,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000644,2026-12-09,244258,Calle Monjitas 1312,1856,-33.436639090107406,-70.64200400967839,1.344492,203.033,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000645,2026-12-08,133332,Av. La Florida 7678,418,-33.5223756,-70.5788854,1.599146,242.685,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000646,2026-12-10,232563,Calle Santo Domingo 9845,2131,-33.438971360737774,-70.68787532598256,0.404709,52.775,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000647,2026-12-08,35295,Calle Morandé 1682,1911,-33.43452185756808,-70.65443829443069,0.225628,82.67,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000648,2026-12-10,166279,Calle Teatinos 9817,2193,-33.436656955578805,-70.65568127045138,0.038226,17.093,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000649,2026-12-08,262320,Av. Departamental 5762,131,-33.5109499,-70.5739148,2.164272,254.931,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000650,2026-12-09,143395,Calle Amunátegui 8339,1465,-33.41625625370045,-70.66756956491413,0.529487,60.146,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000651,2026-12-09,90573,Av. La Florida 476,402,-33.519235429031845,-70.58115079491817,0.567779,85.205,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000652,2026-12-08,98655,Calle Arturo Prat 8069,1529,-33.452475519393765,-70.64863131734094,0.289817,70.847,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000653,2026-12-08,151182,Av. Irarrázaval 4486,282,-33.45463746595745,-70.58241309148936,0.7956840000000001,110.119,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000654,2026-12-10,280153,Av. Santa Rosa 5071,981,-33.50369332626263,-70.63923846565658,0.519216,62.173,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000655,2026-12-08,75716,Calle San Antonio 4837,1985,-33.43487534738776,-70.64887247008978,0.888429,136.295,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000656,2026-12-10,119634,Calle Compañía de Jesús 4356,1658,-33.439644149230105,-70.66251983715254,0.948994,170.44299999999998,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000657,2026-12-08,213194,Calle San Antonio 7402,1994,-33.43487534738776,-70.64887247008978,0.663824,122.392,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000658,2026-12-08,172526,Av. La Florida 5593,406,-33.5201209,-70.5823752,1.172033,224.075,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000659,2026-12-08,74454,Calle Merced 3010,1815,-33.43731790255185,-70.64174538474282,0.429783,62.948,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000660,2026-12-08,186279,Calle Morandé 1191,1903,-33.43452185756808,-70.65443829443069,0.214608,61.608,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000661,2026-12-08,132368,Av. Las Condes 7366,476,-33.4031698,-70.5561641,1.077323,141.406,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000662,2026-12-10,176761,Av. Américo Vespucio 1280,2,-33.53273486046511,-70.68005871627906,0.097883,20.459,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000663,2026-12-08,101709,Calle Bandera 2346,1546,-33.44046393300847,-70.65220603930719,0.213791,26.653,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000664,2026-12-10,87224,Calle Catedral 4403,1605,-33.44097481020408,-70.69478743265306,0.7578579999999999,97.825,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000665,2026-12-10,193320,Av. Pedro de Valdivia 9956,854,-33.446682,-70.605953,0.729016,106.929,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000666,2026-12-09,171562,Av. Manuel Montt 685,619,-33.43437371428571,-70.61696167142857,3.365371,469.73,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000667,2026-12-09,91457,Av. Kennedy 8609,369,-33.3903784,-70.5498238,0.017079,4.635,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000668,2026-12-10,323454,Calle Amunátegui 1717,1421,-33.41625625370045,-70.66756956491413,0.925047,149.04,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000669,2026-12-09,36939,Calle Santo Domingo 9185,2127,-33.438971360737774,-70.68787532598256,2.129065,292.571,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000670,2026-12-08,182768,Av. Departamental 5011,126,-33.5106675,-70.5789939,1.986217,238.6,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000671,2026-12-08,127373,Calle San Diego 6481,2054,-33.46971150355578,-70.64855318455172,2.003963,283.465,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000672,2026-12-08,196057,Avenida Libertador Bernardo O Higgins 2693,1281,-33.4496617,-70.6739957,0.791266,195.531,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000673,2026-12-10,283433,Calle San Antonio 9769,2014,-33.43487534738776,-70.64887247008978,4.6134960000000005,582.1179999999999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000674,2026-12-09,173529,Calle San Antonio 8998,2004,-33.43487534738776,-70.64887247008978,0.026282,6.42,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000675,2026-12-08,148173,Av. Irarrázaval 1701,255,-33.45338567692308,-70.61306178461538,1.201438,168.42,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000676,2026-12-10,75768,Av. Recoleta 7333,949,-33.431874,-70.647723,1.384683,175.268,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000677,2026-12-09,46077,Av. Pajaritos 9008,804,-33.488076083068606,-70.75138480605311,0.708116,92.749,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000678,2026-12-08,207183,Av. Libertador Bernardo O Higgins 1045,489,-33.4435471,-70.65090525,0.080933,21.485,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000679,2026-12-08,133267,Av. Manuel Montt 1285,584,-33.439606,-70.6155013,0.56606,110.667,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000680,2026-12-08,127157,Avenida Matta 6450,1325,-33.45799120274538,-70.64211682398948,0.5784600000000001,91.852,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000681,2026-12-08,286791,Av. Las Condes 2824,446,-33.38904613999576,-70.54005416426546,1.215762,259.815,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000682,2026-12-10,236474,Avenida Américo Vespucio 9821,1187,-33.373080262316364,-70.72311236685437,0.386198,79.027,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000683,2026-12-08,195085,Calle Teatinos 51,2159,-33.4432562,-70.6544444,1.312681,221.474,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000684,2026-12-10,298972,Av. Las Condes 599,466,-33.38904613999576,-70.54005416426546,1.430572,239.369,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000685,2026-12-07,332261,Calle Bandera 7800,1572,-33.44046393300847,-70.65220603930719,0.916241,115.498,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000686,2026-12-08,113871,Av. Las Condes 6923,474,-33.4060089,-70.5592179,0.096124,29.408,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000687,2026-12-09,71254,Av. Las Condes 9155,485,-33.39232316,-70.54291698799999,0.71567,151.731,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000688,2026-12-08,75530,Av. Santa Rosa 3238,969,-33.4848789,-70.64097425,3.495289,463.445,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000689,2026-12-09,46610,Av. Kennedy 8032,367,-33.3913857,-70.5528318,0.489653,102.604,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000690,2026-12-08,43071,Calle San Antonio 4814,1983,-33.43487534738776,-70.64887247008978,0.954297,123.012,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000691,2026-12-08,300468,Av. Libertador Bernardo O Higgins 9424,534,-33.448743251107814,-70.67154545028562,1.188671,202.447,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000692,2026-12-08,88865,Calle Merced 635,1832,-33.437939765454544,-70.6461368109091,0.344344,44.711,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000693,2026-12-09,171021,Calle Arturo Prat 1115,1478,-33.459641524999995,-70.64736903750001,1.817739,236.561,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000694,2026-12-09,108456,Av. Macul 8042,573,-33.49707804581206,-70.59790889427815,0.910111,127.15,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000695,2026-12-08,238927,Calle Morandé 4315,1927,-33.43452185756808,-70.65443829443069,0.76121,131.366,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000696,2026-12-09,222670,Calle Arturo Prat 810,1531,-33.45542640612245,-70.6479618489796,0.474226,82.575,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000697,2026-12-08,114022,Avenida Providencia 7581,1358,-33.43307993353561,-70.62608343748443,2.204565,279.962,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000698,2026-12-09,237056,Avenida Vitacura 7181,1409,-33.3865382,-70.5639654,0.103453,33.244,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000699,2026-12-08,99962,Av. Recoleta 7333,949,-33.431874,-70.647723,1.238322,174.234,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000700,2026-12-09,96385,Calle Catedral 999,1637,-33.4373719,-70.6515166,2.479366,342.728,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000701,2026-12-09,105757,Avenida Apoquindo 9524,1201,-33.41538010156422,-70.5894337720031,0.5338350000000001,67.394,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000702,2026-12-09,101695,Calle Morandé 5902,1933,-33.43452185756808,-70.65443829443069,0.402193,51.7,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000703,2026-12-08,59329,Av. Independencia 24,202,-33.430113,-70.653323,0.187574,35.552,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000704,2026-12-08,189042,Av. Matta 3621,706,-33.45799120274538,-70.64211682398948,0.290301,52.422,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000705,2026-12-08,273687,Av. Santa Rosa 2768,968,-33.48115881566265,-70.64147517590361,0.40305,58.721,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000706,2026-12-09,142198,Calle Estado 6692,1732,-33.43949515564987,-70.64953513821996,1.024068,116.84,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000707,2026-12-08,318218,Calle Amunátegui 3124,1426,-33.41625625370045,-70.66756956491413,1.402413,195.999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000708,2026-12-08,79943,Avenida La Florida 2701,1255,-33.5158876737604,-70.58408346247862,0.280255,41.757,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000709,2026-12-08,137277,Calle Merced 3073,1817,-33.43731790255185,-70.64174538474282,2.815124,522.4399999999999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000710,2026-12-07,206059,Calle San Diego 2653,2030,-33.46971150355578,-70.64855318455172,0.857971,194.029,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000711,2026-12-09,254848,Calle Bandera 374,1553,-33.438971825,-70.6526361,0.801195,155.257,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000712,2026-12-10,164261,Av. Vicuña Mackenna 3841,1099,-33.4885385,-70.6180804,1.527047,166.925,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000713,2026-12-09,129479,Av. Mapocho 934,682,-33.432762,-70.686501,0.547114,84.201,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000714,2026-12-08,51795,Av. Irarrázaval 1701,255,-33.45338567692308,-70.61306178461538,0.815963,104.06,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000715,2026-12-10,202570,Av. Irarrázaval 3657,276,-33.4554080632653,-70.59245922040816,0.515506,141.941,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000716,2026-12-10,225845,Av. Macul 170,540,-33.49707804581206,-70.59790889427815,0.327545,53.405,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000717,2026-12-10,225464,Av. Macul 7795,569,-33.49707804581206,-70.59790889427815,1.274014,218.235,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000718,2026-12-08,141453,Av. Pedro de Valdivia 8264,843,-33.446682,-70.605953,0.234393,58.892,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000719,2026-12-08,92539,Av. Tobalaba 7599,1060,-33.452118,-70.5589931,3.092744,371.253,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000720,2026-12-08,157538,Av. Las Condes 7602,479,-33.4013409,-70.5548756,0.4617849999999999,51.452,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000721,2026-12-08,166325,Av. Recoleta 978,958,-33.4208542,-70.6444263,1.329973,181.496,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000722,2026-12-09,156403,Av. Pedro de Valdivia 8568,846,-33.446682,-70.605953,0.359936,40.039,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000723,2026-12-11,198281,Av. Matta 7533,732,-33.45799120274538,-70.64211682398948,0.8313699999999999,140.282,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000724,2026-12-08,100032,Av. Grecia 3963,166,-33.4651442,-70.5902593,0.012287,6.48,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000725,2026-12-10,83241,Calle Estado 7420,1738,-33.43949515564987,-70.64953513821996,2.134087,258.445,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000726,2026-12-08,276828,Av. Tobalaba 7259,1058,-33.5192884508772,-70.55776388596492,0.465451,83.55199999999999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000727,2026-12-08,55655,Av. Libertador Bernardo O Higgins 4420,513,-33.455249,-70.6963372,1.244294,186.328,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000728,2026-12-09,265917,Av. Matta 6450,727,-33.45799120274538,-70.64211682398948,1.231379,182.932,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000729,2026-12-08,130629,Calle Amunátegui 7500,1459,-33.41625625370045,-70.66756956491413,0.787428,85.36099999999999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000730,2026-12-08,168186,Calle San Diego 19,2025,-33.444798,-70.651738,0.351276,112.104,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000731,2026-12-10,225230,Calle Catedral 4077,1601,-33.438738201983064,-70.66443720992424,0.381705,100.769,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000732,2026-12-08,103352,Calle Huérfanos 6842,1794,-33.43969907361054,-70.65168277752262,1.22133,198.927,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000733,2026-12-10,174400,Av. Matta 1890,693,-33.45799120274538,-70.64211682398948,1.841642,267.055,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000734,2026-12-09,227693,Calle Amunátegui 7187,1455,-33.41625625370045,-70.66756956491413,0.036232,4.68,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000735,2026-12-08,111988,Calle San Diego 9330,2071,-33.46971150355578,-70.64855318455172,0.352975,62.251,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000736,2026-12-09,234667,Calle Huérfanos 996,1804,-33.439705486792455,-70.65072353018867,0.520481,116.939,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000737,2026-12-07,162810,Av. Pedro de Valdivia 9132,850,-33.446682,-70.605953,0.211054,63.013000000000005,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000738,2026-12-08,50649,Av. Las Condes 3513,449,-33.393217,-70.544274,0.506514,129.047,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000739,2026-12-08,150402,Calle Morandé 4830,1928,-33.43452185756808,-70.65443829443069,0.45529,84.787,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000740,2026-12-09,238745,Calle Amunátegui 7156,1454,-33.41625625370045,-70.66756956491413,1.168699,205.508,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000741,2026-12-10,249636,Calle Amunátegui 562,1444,-33.41625625370045,-70.66756956491413,0.080834,18.937,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000742,2026-12-08,122180,Calle Arturo Prat 2917,1494,-33.481894280612245,-70.64636743673469,0.739248,98.089,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000743,2026-12-08,97638,Av. Apoquindo 1257,49,-33.4154095,-70.5895766,2.349329,315.262,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000744,2026-12-08,193099,Calle Merced 6576,1834,-33.43731790255185,-70.64174538474282,2.412703,331.067,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000745,2026-12-08,122259,Av. Libertador Bernardo O Higgins 4124,508,-33.4541724,-70.6927106,0.464823,75.21300000000001,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000746,2026-12-10,99767,Av. Independencia 912,247,-33.420777,-70.6556571,0.536826,101.388,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000747,2026-12-08,94605,Av. Providencia 4440,880,-33.435086638100124,-70.62889344723304,0.647211,105.596,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000748,2026-12-08,74010,Av. Tobalaba 4809,1044,-33.4355895,-70.5796629,0.798532,108.678,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000749,2026-12-08,127995,Calle Monjitas 469,1870,-33.436468866666665,-70.64406038333334,1.010311,146.677,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000750,2026-12-07,150204,Av. Manuel Montt 5488,608,-33.450409379191655,-70.61310094459272,0.43091,98.716,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000751,2026-12-08,233529,Calle Catedral 4639,1607,-33.438738201983064,-70.66443720992424,2.226961,329.32800000000003,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000752,2026-12-09,76338,Calle Arturo Prat 6209,1518,-33.49885875513929,-70.72363323656741,0.387369,77.778,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000753,2026-12-09,68859,Av. Santa Rosa 9308,1012,-33.545539008695656,-70.63337706086956,0.499673,117.839,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000754,2026-12-08,83083,Gran Avenida José Miguel Carrera 6169,2237,-33.51214146486487,-70.65758264594594,1.09979,136.032,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000755,2026-12-09,196846,Calle Merced 3010,1815,-33.43731790255185,-70.64174538474282,3.901545,444.51700000000005,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000756,2026-12-08,78838,Calle Compañía de Jesús 7400,1671,-33.439644149230105,-70.66251983715254,0.344975,52.124,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000757,2026-12-08,68325,Av. Mapocho 8108,678,-33.432762,-70.686501,2.076291,293.871,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000758,2026-12-08,143797,Calle Merced 3073,1817,-33.43731790255185,-70.64174538474282,0.208718,31.144,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000759,2026-12-09,142718,Av. Macul 3293,550,-33.484606402857146,-70.59946715285714,1.817783,294.19,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000760,2026-12-11,216238,Av. Kennedy 6273,350,-33.3965016,-70.5671049,0.983724,260.384,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000761,2026-12-09,70971,Av. Matta 5966,723,-33.45799120274538,-70.64211682398948,2.046046,258.708,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000762,2026-12-07,112679,Av. Tobalaba 402,1037,-33.4206102,-70.5984354,0.963004,157.607,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000763,2026-12-09,178719,Av. Santa Rosa 2215,966,-33.474066066666666,-70.642220325,1.332993,215.398,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000764,2026-12-09,182466,Av. Providencia 7511,902,-33.43307993353561,-70.62608343748443,1.399406,201.482,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000765,2026-12-10,181936,Av. Tobalaba 8391,1068,-33.4583534,-70.5546738,0.7033900000000001,110.745,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000766,2026-12-09,167838,Calle Compañía de Jesús 4206,1657,-33.439644149230105,-70.66251983715254,0.020364,5.236,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000767,2026-12-07,133275,Calle San Antonio 7092,1992,-33.43487534738776,-70.64887247008978,0.4485699999999999,68.87299999999999,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000768,2026-12-08,247807,Av. Vitacura 8761,1174,-33.3842364,-70.5523594,0.480339,55.792,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000769,2026-12-10,218332,Av. Matta 2502,698,-33.45799120274538,-70.64211682398948,0.649642,122.412,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000770,2026-12-07,198256,Av. Irarrázaval 8356,303,-33.45211752135792,-70.62996532946244,1.954805,233.213,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000771,2026-12-08,63619,Avenida Departamental 8393,1210,-33.49895358332377,-70.6698940506075,0.015827,6.663,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000772,2026-12-08,171152,Av. Américo Vespucio 7059,32,-33.518261,-70.594721,0.1112479999999999,16.483999999999998,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000773,2026-12-08,48617,Av. Recoleta 2761,920,-33.4016496,-70.6429416,1.408532,213.988,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000774,2026-12-10,290050,Av. Grecia 2176,162,-33.46190583999999,-70.60869214,1.474905,200.933,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000775,2026-12-09,98635,Av. Las Condes 2696,445,-33.38904613999576,-70.54005416426546,0.450296,103.79,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000776,2026-12-09,106337,Calle Merced 3010,1815,-33.43731790255185,-70.64174538474282,0.199787,21.127,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000777,2026-12-08,238115,Av. Apoquindo 5322,74,-33.4105269,-70.5735037,0.884244,115.06,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000778,2026-12-09,198533,Av. La Florida 4055,396,-33.519235429031845,-70.58115079491817,1.854082,211.271,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000779,2026-12-10,59205,Calle Santo Domingo 3512,2093,-33.438663483969464,-70.68213977633587,0.359721,65.52,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000780,2026-12-10,88038,Avenida Apoquindo 3569,1191,-33.4160211,-70.5926582,0.110272,17.131,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000781,2026-12-10,151837,Av. Matta 1351,691,-33.4599247,-70.6527236,0.63024,161.194,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000782,2026-12-07,178455,Av. Kennedy 3695,329,-33.4055216,-70.5917304,0.901214,179.698,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000783,2026-12-10,252920,Av. Tobalaba 7248,1057,-33.519018,-70.5578428,1.254552,157.097,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000784,2026-12-08,226257,Calle Estado 3974,1708,-33.43949515564987,-70.64953513821996,0.229155,59.442,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000785,2026-12-08,130390,Av. Apoquindo 9524,101,-33.41052665057889,-70.57323806478458,1.443942,184.208,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000786,2026-12-09,186993,Calle Estado 8391,1742,-33.43949515564987,-70.64953513821996,0.596188,157.948,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000787,2026-12-08,89737,Av. Tobalaba 8404,1069,-33.458453,-70.5546062,1.528649,236.041,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000788,2026-12-08,133349,Av. La Florida 2626,387,-33.519235429031845,-70.58115079491817,0.187122,37.446,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000789,2026-12-09,176576,Av. Providencia 1084,855,-33.4301183,-70.6224962,0.941564,124.76,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000790,2026-12-11,68374,Av. La Florida 360,393,-33.519235429031845,-70.58115079491817,1.527364,216.774,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000791,2026-12-08,142354,Av. Kennedy 4272,331,-33.4044645,-70.5878314,2.351176,309.877,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000792,2026-12-09,157683,Avenida Vitacura 9378,1413,-33.381545634285715,-70.54587447714286,0.265151,40.597,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000793,2026-12-09,73457,Av. Kennedy 5882,347,-33.3987996,-70.5732628,1.453831,178.106,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000794,2026-12-10,112861,Calle Merced 99,1853,-33.43731790255185,-70.64174538474282,0.449132,56.842,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000795,2026-12-09,95753,Av. Manuel Montt 4025,597,-33.450409379191655,-70.61310094459272,0.127551,32.075,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000796,2026-12-11,131049,Avenida La Florida 3952,1258,-33.55947683555668,-70.55875740204472,1.951853,246.575,0,-33.42748443128771,-70.68728138816309
ORD-CL-202612-000797,2026-12-09,160452,Calle Santo Domingo 1612,2080,-33.4382179,-70.6767894,1.025847,151.095,0,-33.42748443128771,-70.68728138816309
